SampleID	Name	Plant_ID	Type	Experiment	Cohort	Harvested	Age	Site	Treatment	Line	Genotype	Block	oldPlate	newPlate	Analysis
M1980P492	MAH_S3.soil	MAH_S3	soil	ecotypes	NA	2011	NA	Mah	field	soil	soil	NA	p205	M1980	Ecotypes
M1981P612	MAH_S4.soil	MAH_S4	soil	ecotypes	NA	2012	NA	Mah	field	soil	soil	NA	p206	M1981	Ecotypes
M1980P479	MAH_S5.soil	MAH_S5	soil	ecotypes	NA	2012	NA	Mah	field	soil	soil	NA	p205	M1980	Ecotypes
M1981P637	MAH_S6.soil	MAH_S6	soil	ecotypes	NA	2012	NA	Mah	field	soil	soil	NA	p206	M1981	Ecotypes
M1979P448	MAH_S7.soil	MAH_S7	soil	ecotypes	NA	2012	NA	Mah	field	soil	soil	NA	p204	M1979	Ecotypes
M1551P26	MIL_1C.leaf	MIL_1C	leaf	endog	NA	2012	NA	Mil	field	endog	endog	NA	p200	M1551	Ecotypes
M1978P346	MIL_1C.root	MIL_1C	root	endog	NA	2012	NA	Mil	field	endog	endog	NA	p203	M1978	Ecotypes
M1978P349	MIL_2C.leaf	MIL_2C	leaf	endog	NA	2012	NA	Mil	field	endog	endog	NA	p203	M1978	Ecotypes
M1979P431	MIL_2C.root	MIL_2C	root	endog	NA	2012	NA	Mil	field	endog	endog	NA	p204	M1979	Ecotypes
M1551P87	MIL_3C.leaf	MIL_3C	leaf	endog	NA	2012	NA	Mil	field	endog	endog	NA	p200	M1551	Ecotypes
M1979P390	MIL_4C.leaf	MIL_4C	leaf	endog	NA	2012	NA	Mil	field	endog	endog	NA	p204	M1979	Ecotypes
M1978P340	MIL_4C.root	MIL_4C	root	endog	NA	2012	NA	Mil	field	endog	endog	NA	p203	M1978	Ecotypes
M1978P337	MIL_5C.leaf	MIL_5C	leaf	endog	NA	2012	NA	Mil	field	endog	endog	NA	p203	M1978	Ecotypes
M1977P1689	MIL_6C.leaf	MIL_6C	leaf	endog	NA	2012	NA	Mil	field	endog	endog	NA	p217	M1977	Ecotypes
M1551P63	MIL_6C.root	MIL_6C	root	endog	NA	2012	NA	Mil	field	endog	endog	NA	p200	M1551	Ecotypes
M1551P44	MIL_S2.soil	MIL_S2	soil	ecotypes	NA	2011	NA	Mil	field	soil	soil	NA	p200	M1551	Ecotypes
M1978P295	MIL_S3.soil	MIL_S3	soil	ecotypes	NA	2011	NA	Mil	field	soil	soil	NA	p203	M1978	Ecotypes
M1554P125	MIL_S4.soil	MIL_S4	soil	ecotypes	NA	2012	NA	Mil	field	soil	soil	NA	p201	M1554	Ecotypes
M1979P408	MIL_S5.soil	MIL_S5	soil	ecotypes	NA	2012	NA	Mil	field	soil	soil	NA	p204	M1979	Ecotypes
M1978P334	MIL_S9.soil	MIL_S9	soil	ecotypes	NA	2012	NA	Mil	field	soil	soil	NA	p203	M1978	Ecotypes
M1024P1830	MT_011.leaf	MT_011	leaf	fieldBCMA	2008	2012	4	LTM	field	176	ril	ril01	t01	M1024	BCMA
M1690P1447	MT_011.root	MT_011	root	fieldBCMA	2008	2012	4	LTM	field	176	ril	ril01	p215	M1690	BCMA
M1024P1790	MT_017.root	MT_017	root	fieldBCMA	2008	2011	3	LTM	field	151	ril	ril01	t01t02	M1024	BCMA
M1025P1912	MT_021.leaf	MT_021	leaf	fieldBCMA	2008	2012	4	LTM	field	42	ril	ril01	t02	M1025	BCMA
M1025P1899	MT_021.root	MT_021	root	fieldBCMA	2008	2012	4	LTM	field	42	ril	ril01	t02	M1025	BCMA
M1025P1895	MT_028.leaf	MT_028	leaf	fieldBCMA	2008	2012	4	LTM	field	134	ril	ril01	t02	M1025	BCMA
M1025P1913	MT_028.root	MT_028	root	fieldBCMA	2008	2012	4	LTM	field	134	ril	ril01	t02	M1025	BCMA
M1025P1938	MT_032.leaf	MT_032	leaf	fieldBCMA	2008	2012	4	LTM	field	155	ril	ril01	t02	M1025	BCMA
M1691P1564	MT_033.leaf	MT_033	leaf	fieldBCMA	2008	2012	4	LTM	field	148	ril	ril01	p216	M1691	BCMA
M1024P1842	MT_033.root	MT_033	root	fieldBCMA	2008	2012	4	LTM	field	148	ril	ril01	t01	M1024	BCMA
M1025P1927	MT_038.leaf	MT_038	leaf	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril01	t02	M1025	BCMA
M1691P1533	MT_038.root	MT_038	root	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril01	p216	M1691	BCMA
M1955P772	MT_040.leaf	MT_040	leaf	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril01	p208	M1955	BCMA
M1025P1916	MT_040.root	MT_040	root	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril01	t02	M1025	BCMA
M1025P1873	MT_047.leaf	MT_047	leaf	fieldBCMA	2008	2012	4	LTM	field	193	ril	ril01	t02	M1025	BCMA
M1025P1924	MT_047.root	MT_047	root	fieldBCMA	2008	2012	4	LTM	field	193	ril	ril01	t02	M1025	BCMA
M1024P1779	MT_051.root	MT_051	root	fieldBCMA	2008	2011	3	LTM	field	62	ril	ril01	t01t02	M1024	BCMA
M1025P1885	MT_053.leaf	MT_053	leaf	fieldBCMA	2008	2012	4	LTM	field	33	ril	ril01	t02	M1025	BCMA
M1025P1914	MT_053.root	MT_053	root	fieldBCMA	2008	2012	4	LTM	field	33	ril	ril01	t02	M1025	BCMA
M1961P1303	MT_054.leaf	MT_054	leaf	fieldBCMA	2008	2012	4	LTM	field	143	ril	ril01	p214	M1961	BCMA
M1955P802	MT_054.root	MT_054	root	fieldBCMA	2008	2012	4	LTM	field	143	ril	ril01	p208	M1955	BCMA
M1690P1420	MT_059.leaf	MT_059	leaf	fieldBCMA	2008	2012	4	LTM	field	94	ril	ril01	p215	M1690	BCMA
M1958P1089	MT_059.root	MT_059	root	fieldBCMA	2008	2012	4	LTM	field	94	ril	ril01	p211	M1958	BCMA
M1960P1250	MT_074.leaf	MT_074	leaf	fieldBCMA	2008	2012	4	LTM	field	25	ril	ril01	p213	M1960	BCMA
M1956P880	MT_074.root	MT_074	root	fieldBCMA	2008	2012	4	LTM	field	25	ril	ril01	p209	M1956	BCMA
M1025P1908	MT_079.root	MT_079	root	fieldBCMA	2008	2012	4	LTM	field	185	ril	ril01	t02	M1025	BCMA
M1691P1523	MT_082.leaf	MT_082	leaf	fieldBCMA	2008	2012	4	LTM	field	163	ril	ril01	p216	M1691	BCMA
M1025P1933	MT_082.root	MT_082	root	fieldBCMA	2008	2012	4	LTM	field	163	ril	ril01	t02	M1025	BCMA
M1956P830	MT_089.leaf	MT_089	leaf	fieldBCMA	2008	2012	4	LTM	field	111	ril	ril01	p209	M1956	BCMA
M1025P1932	MT_089.root	MT_089	root	fieldBCMA	2008	2012	4	LTM	field	111	ril	ril01	t02	M1025	BCMA
M1960P1281	MT_100.leaf	MT_100	leaf	fieldBCMA	2008	2012	4	LTM	field	37	ril	ril02	p213	M1960	BCMA
M1024P1844	MT_101.leaf	MT_101	leaf	fieldBCMA	2008	2012	4	LTM	field	184	ril	ril02	t01	M1024	BCMA
M1025P1886	MT_101.root	MT_101	root	fieldBCMA	2008	2012	4	LTM	field	184	ril	ril02	t02	M1025	BCMA
M1024P1799	MT_1010.root	MT_1010	root	fieldBCMA	2008	2011	3	LTM	field	83	ril	ril12	t01t02	M1024	BCMA
M1024P1782	MT_1021.root	MT_1021	root	fieldBCMA	2008	2011	3	LTM	field	32	ril	ril12	t01t02	M1024	BCMA
M1025P1893	MT_104.root	MT_104	root	fieldBCMA	2008	2012	4	LTM	field	104	ril	ril02	t02	M1025	BCMA
M1024P1814	MT_1058.root	MT_1058	root	fieldBCMA	2008	2011	3	LTM	field	LTM	ril	ril12	t01t02	M1024	BCMA
M1024P1805	MT_120.root	MT_120	root	fieldBCMA	2008	2011	3	LTM	field	190	ril	ril02	t01t02	M1024	BCMA
M1024P1843	MT_129.leaf	MT_129	leaf	fieldBCMA	2008	2012	4	LTM	field	9	ril	ril02	t01	M1024	BCMA
M1024P1839	MT_129.root	MT_129	root	fieldBCMA	2008	2012	4	LTM	field	9	ril	ril02	t01	M1024	BCMA
M1691P1538	MT_144.leaf	MT_144	leaf	fieldBCMA	2008	2012	4	LTM	field	170	ril	ril02	p216	M1691	BCMA
M1958P1017	MT_162.leaf	MT_162	leaf	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril02	p211	M1958	BCMA
M1024P1828	MT_162.root	MT_162	root	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril02	t01	M1024	BCMA
M1025P1929	MT_166.root	MT_166	root	fieldBCMA	2008	2012	4	LTM	field	161	ril	ril02	t02	M1025	BCMA
M1960P1227	MT_167.leaf	MT_167	leaf	fieldBCMA	2008	2012	4	LTM	field	69	ril	ril02	p213	M1960	BCMA
M1025P1940	MT_167.root	MT_167	root	fieldBCMA	2008	2012	4	LTM	field	69	ril	ril02	t02	M1025	BCMA
M1691P1525	MT_172.leaf	MT_172	leaf	fieldBCMA	2008	2012	4	LTM	field	85	ril	ril02	p216	M1691	BCMA
M1025P1894	MT_172.root	MT_172	root	fieldBCMA	2008	2012	4	LTM	field	85	ril	ril02	t02	M1025	BCMA
M1691P1480	MT_174.leaf	MT_174	leaf	fieldBCMA	2008	2012	4	LTM	field	158	ril	ril02	p216	M1691	BCMA
M1025P1887	MT_174.root	MT_174	root	fieldBCMA	2008	2012	4	LTM	field	158	ril	ril02	t02	M1025	BCMA
M1977P1749	MT_176.leaf	MT_176	leaf	fieldBCMA	2008	2012	4	LTM	field	91	ril	ril02	p217	M1977	BCMA
M1024P1846	MT_176.root	MT_176	root	fieldBCMA	2008	2012	4	LTM	field	91	ril	ril02	t01	M1024	BCMA
M1690P1450	MT_178.leaf	MT_178	leaf	fieldBCMA	2008	2012	4	LTM	field	65	ril	ril02	p215	M1690	BCMA
M1025P1879	MT_178.root	MT_178	root	fieldBCMA	2008	2012	4	LTM	field	65	ril	ril02	t02	M1025	BCMA
M1956P885	MT_181.leaf	MT_181	leaf	fieldBCMA	2008	2012	4	LTM	field	88	ril	ril03	p209	M1956	BCMA
M1955P782	MT_181.root	MT_181	root	fieldBCMA	2008	2012	4	LTM	field	88	ril	ril03	p208	M1955	BCMA
M1957P963	MT_188.leaf	MT_188	leaf	fieldBCMA	2008	2012	4	LTM	field	186	ril	ril03	p210	M1957	BCMA
M1690P1393	MT_188.root	MT_188	root	fieldBCMA	2008	2012	4	LTM	field	186	ril	ril03	p215	M1690	BCMA
M1977P1672	MT_189.leaf	MT_189	leaf	fieldBCMA	2008	2012	4	LTM	field	134	ril	ril03	p217	M1977	BCMA
M1025P1859	MT_189.root	MT_189	root	fieldBCMA	2008	2012	4	LTM	field	134	ril	ril03	t02	M1025	BCMA
M1961P1356	MT_198.leaf	MT_198	leaf	fieldBCMA	2008	2012	4	LTM	field	13	ril	ril03	p214	M1961	BCMA
M1960P1260	MT_198.root	MT_198	root	fieldBCMA	2008	2012	4	LTM	field	13	ril	ril03	p213	M1960	BCMA
M1959P1156	MT_201.leaf	MT_201	leaf	fieldBCMA	2008	2012	4	LTM	field	179	ril	ril03	p212	M1959	BCMA
M1957P971	MT_201.root	MT_201	root	fieldBCMA	2008	2012	4	LTM	field	179	ril	ril03	p210	M1957	BCMA
M1691P1504	MT_202.leaf	MT_202	leaf	fieldBCMA	2008	2012	4	LTM	field	111	ril	ril03	p216	M1691	BCMA
M1024P1820	MT_202.root	MT_202	root	fieldBCMA	2008	2012	4	LTM	field	111	ril	ril03	p216	M1024	BCMA
M1691P1515	MT_202.root	MT_202	root	fieldBCMA	2008	2012	4	LTM	field	111	ril	ril03	p216	M1691	BCMA
M1977P1670	MT_225.leaf	MT_225	leaf	fieldBCMA	2008	2012	4	LTM	field	80	ril	ril03	p217	M1977	BCMA
M1955P799	MT_225.root	MT_225	root	fieldBCMA	2008	2012	4	LTM	field	80	ril	ril03	p208	M1955	BCMA
M1960P1287	MT_226.leaf	MT_226	leaf	fieldBCMA	2008	2012	4	LTM	field	149	ril	ril03	p213	M1960	BCMA
M1955P822	MT_226.root	MT_226	root	fieldBCMA	2008	2012	4	LTM	field	149	ril	ril03	p208	M1955	BCMA
M1956P855	MT_251.leaf	MT_251	leaf	fieldBCMA	2008	2012	4	LTM	field	11	ril	ril03	p209	M1956	BCMA
M1955P807	MT_251.root	MT_251	root	fieldBCMA	2008	2012	4	LTM	field	11	ril	ril03	p208	M1955	BCMA
M1690P1465	MT_253.leaf	MT_253	leaf	fieldBCMA	2008	2012	4	LTM	field	169	ril	ril03	p215	M1690	BCMA
M1025P1872	MT_253.root	MT_253	root	fieldBCMA	2008	2012	4	LTM	field	169	ril	ril03	t02	M1025	BCMA
M1958P1085	MT_290.leaf	MT_290	leaf	fieldBCMA	2008	2012	4	LTM	field	70	ril	ril04	p211	M1958	BCMA
M1025P1922	MT_310.root	MT_310	root	fieldBCMA	2008	2012	4	LTM	field	15	ril	ril04	t02	M1025	BCMA
M1690P1431	MT_343.leaf	MT_343	leaf	fieldBCMA	2008	2012	4	LTM	field	139	ril	ril04	p215	M1690	BCMA
M1690P1384	MT_352.leaf	MT_352	leaf	fieldBCMA	2008	2012	4	LTM	field	77	ril	ril04	p215	M1690	BCMA
M1025P1897	MT_352.root	MT_352	root	fieldBCMA	2008	2012	4	LTM	field	77	ril	ril04	t02	M1025	BCMA
M1691P1520	MT_356.leaf	MT_356	leaf	fieldBCMA	2008	2012	4	LTM	field	25	ril	ril04	p216	M1691	BCMA
M1024P1821	MT_356.root	MT_356	root	fieldBCMA	2008	2012	4	LTM	field	25	ril	ril04	p215	M1024	BCMA
M1690P1473	MT_356.root	MT_356	root	fieldBCMA	2008	2012	4	LTM	field	25	ril	ril04	p215	M1690	BCMA
M1690P1427	MT_382.leaf	MT_382	leaf	fieldBCMA	2008	2012	4	LTM	field	152	ril	ril05	p215	M1690	BCMA
M1025P1935	MT_382.root	MT_382	root	fieldBCMA	2008	2012	4	LTM	field	152	ril	ril05	t02	M1025	BCMA
M1690P1439	MT_383.leaf	MT_383	leaf	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril05	p215	M1690	BCMA
M1961P1375	MT_383.root	MT_383	root	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril05	p214	M1961	BCMA
M1955P771	MT_394.leaf	MT_394	leaf	fieldBCMA	2008	2012	4	LTM	field	87	ril	ril05	p208	M1955	BCMA
M1024P1836	MT_394.root	MT_394	root	fieldBCMA	2008	2012	4	LTM	field	87	ril	ril05	t01	M1024	BCMA
M1690P1463	MT_397.leaf	MT_397	leaf	fieldBCMA	2008	2012	4	LTM	field	17	ril	ril05	p215	M1690	BCMA
M1690P1469	MT_399.leaf	MT_399	leaf	fieldBCMA	2008	2012	4	LTM	field	109	ril	ril05	p215	M1690	BCMA
M1024P1835	MT_399.root	MT_399	root	fieldBCMA	2008	2012	4	LTM	field	109	ril	ril05	t01	M1024	BCMA
M1691P1490	MT_417.leaf	MT_417	leaf	fieldBCMA	2008	2012	4	LTM	field	160	ril	ril05	p216	M1691	BCMA
M1024P1824	MT_417.root	MT_417	root	fieldBCMA	2008	2012	4	LTM	field	160	ril	ril05	t01	M1024	BCMA
M1959P1173	MT_444.leaf	MT_444	leaf	fieldBCMA	2008	2012	4	LTM	field	77	ril	ril05	p212	M1959	BCMA
M1025P1925	MT_444.root	MT_444	root	fieldBCMA	2008	2012	4	LTM	field	77	ril	ril05	t02	M1025	BCMA
M1691P1567	MT_455.leaf	MT_455	leaf	fieldBCMA	2008	2012	4	LTM	field	139	ril	ril06	p216	M1691	BCMA
M1025P1930	MT_455.root	MT_455	root	fieldBCMA	2008	2012	4	LTM	field	139	ril	ril06	t02	M1025	BCMA
M1977P1669	MT_464.leaf	MT_464	leaf	fieldBCMA	2008	2012	4	LTM	field	91	ril	ril06	p217	M1977	BCMA
M1025P1918	MT_464.root	MT_464	root	fieldBCMA	2008	2012	4	LTM	field	91	ril	ril06	t02	M1025	BCMA
M1024P1819	MT_496.root	MT_496	root	fieldBCMA	2008	2011	3	LTM	field	56	ril	ril06	t01t02	M1024	BCMA
M1955P827	MT_497.leaf	MT_497	leaf	fieldBCMA	2008	2012	4	LTM	field	53	ril	ril06	p208	M1955	BCMA
M1025P1902	MT_497.root	MT_497	root	fieldBCMA	2008	2012	4	LTM	field	53	ril	ril06	t02	M1025	BCMA
M1691P1568	MT_504.leaf	MT_504	leaf	fieldBCMA	2008	2012	4	LTM	field	165	ril	ril06	p216	M1691	BCMA
M1025P1934	MT_504.root	MT_504	root	fieldBCMA	2008	2012	4	LTM	field	165	ril	ril06	t02	M1025	BCMA
M1025P1863	MT_507.root	MT_507	root	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril06	t02	M1025	BCMA
M1690P1434	MT_509.leaf	MT_509	leaf	fieldBCMA	2008	2012	4	LTM	field	174	ril	ril06	p215	M1690	BCMA
M1025P1876	MT_509.root	MT_509	root	fieldBCMA	2008	2012	4	LTM	field	174	ril	ril06	t02	M1025	BCMA
M1977P1667	MT_513.leaf	MT_513	leaf	fieldBCMA	2008	2012	4	LTM	field	181	ril	ril06	p217	M1977	BCMA
M1025P1865	MT_513.root	MT_513	root	fieldBCMA	2008	2012	4	LTM	field	181	ril	ril06	t02	M1025	BCMA
M1690P1442	MT_515.leaf	MT_515	leaf	fieldBCMA	2008	2012	4	LTM	field	177	ril	ril06	p215	M1690	BCMA
M1956P895	MT_517.leaf	MT_517	leaf	fieldBCMA	2008	2012	4	LTM	field	137	ril	ril06	p209	M1956	BCMA
M1025P1884	MT_518.root	MT_518	root	fieldBCMA	2008	2012	4	LTM	field	143	ril	ril06	t02	M1025	BCMA
M1977P1664	MT_521.leaf	MT_521	leaf	fieldBCMA	2008	2012	4	LTM	field	167	ril	ril06	p217	M1977	BCMA
M1025P1928	MT_521.root	MT_521	root	fieldBCMA	2008	2012	4	LTM	field	167	ril	ril06	t02	M1025	BCMA
M1690P1415	MT_523.leaf	MT_523	leaf	fieldBCMA	2008	2012	4	LTM	field	33	ril	ril06	p215	M1690	BCMA
M1025P1877	MT_523.root	MT_523	root	fieldBCMA	2008	2012	4	LTM	field	33	ril	ril06	t02	M1025	BCMA
M1959P1182	MT_527.leaf	MT_527	leaf	fieldBCMA	2008	2012	4	LTM	field	192	ril	ril06	p212	M1959	BCMA
M1024P1847	MT_527.root	MT_527	root	fieldBCMA	2008	2012	4	LTM	field	192	ril	ril06	t01	M1024	BCMA
M1691P1529	MT_534.leaf	MT_534	leaf	fieldBCMA	2008	2012	4	LTM	field	176	ril	ril06	p216	M1691	BCMA
M1025P1906	MT_534.root	MT_534	root	fieldBCMA	2008	2012	4	LTM	field	176	ril	ril06	t02	M1025	BCMA
M1977P1682	MT_538.leaf	MT_538	leaf	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril06	p217	M1977	BCMA
M1960P1206	MT_542.root	MT_542	root	fieldBCMA	2008	2012	4	LTM	field	169	ril	ril07	p213	M1960	BCMA
M1025P1883	MT_544.root	MT_544	root	fieldBCMA	2008	2012	4	LTM	field	173	ril	ril07	t02	M1025	BCMA
M1690P1432	MT_549.leaf	MT_549	leaf	fieldBCMA	2008	2012	4	LTM	field	28	ril	ril07	p215	M1690	BCMA
M1025P1855	MT_549.root	MT_549	root	fieldBCMA	2008	2012	4	LTM	field	28	ril	ril07	t02	M1025	BCMA
M1024P1773	MT_553.root	MT_553	root	fieldBCMA	2008	2011	3	LTM	field	104	ril	ril07	t01t02	M1024	BCMA
M1977P1676	MT_556.leaf	MT_556	leaf	fieldBCMA	2008	2012	4	LTM	field	40	ril	ril07	p217	M1977	BCMA
M1024P1826	MT_556.root	MT_556	root	fieldBCMA	2008	2012	4	LTM	field	40	ril	ril07	t01	M1024	BCMA
M1955P794	MT_557.leaf	MT_557	leaf	fieldBCMA	2008	2012	4	LTM	field	193	ril	ril07	p208	M1955	BCMA
M1690P1412	MT_557.root	MT_557	root	fieldBCMA	2008	2012	4	LTM	field	193	ril	ril07	p215	M1690	BCMA
M1691P1476	MT_573.leaf	MT_573	leaf	fieldBCMA	2008	2012	4	LTM	field	109	ril	ril07	p216	M1691	BCMA
M1961P1326	MT_573.root	MT_573	root	fieldBCMA	2008	2012	4	LTM	field	109	ril	ril07	p214	M1961	BCMA
M1690P1459	MT_591.leaf	MT_591	leaf	fieldBCMA	2008	2012	4	LTM	field	128	ril	ril07	p215	M1690	BCMA
M1956P897	MT_591.root	MT_591	root	fieldBCMA	2008	2012	4	LTM	field	128	ril	ril07	p209	M1956	BCMA
M1690P1445	MT_620.leaf	MT_620	leaf	fieldBCMA	2008	2012	4	LTM	field	186	ril	ril07	p215	M1690	BCMA
M1025P1854	MT_620.root	MT_620	root	fieldBCMA	2008	2012	4	LTM	field	186	ril	ril07	t02	M1025	BCMA
M1691P1537	MT_624.leaf	MT_624	leaf	fieldBCMA	2008	2012	4	LTM	field	175	ril	ril07	p216	M1691	BCMA
M1025P1931	MT_624.root	MT_624	root	fieldBCMA	2008	2012	4	LTM	field	175	ril	ril07	t02	M1025	BCMA
M1977P1683	MT_703.leaf	MT_703	leaf	fieldBCMA	2008	2012	4	LTM	field	100	ril	ril08	p217	M1977	BCMA
M1025P1868	MT_703.root	MT_703	root	fieldBCMA	2008	2012	4	LTM	field	100	ril	ril08	t02	M1025	BCMA
M1691P1521	MT_704.leaf	MT_704	leaf	fieldBCMA	2008	2012	4	LTM	field	149	ril	ril08	p216	M1691	BCMA
M1961P1312	MT_704.root	MT_704	root	fieldBCMA	2008	2012	4	LTM	field	149	ril	ril08	p214	M1961	BCMA
M1691P1566	MT_715.leaf	MT_715	leaf	fieldBCMA	2008	2012	4	LTM	field	84	ril	ril08	p216	M1691	BCMA
M1025P1858	MT_715.root	MT_715	root	fieldBCMA	2008	2012	4	LTM	field	84	ril	ril08	t02	M1025	BCMA
M1024P1775	MT_765.root	MT_765	root	fieldBCMA	2008	2011	3	LTM	field	154	ril	ril09	t01t02	M1024	BCMA
M1690P1449	MT_798.leaf	MT_798	leaf	fieldBCMA	2008	2012	4	LTM	field	129	ril	ril09	p215	M1690	BCMA
M1024P1845	MT_798.root	MT_798	root	fieldBCMA	2008	2012	4	LTM	field	129	ril	ril09	t01	M1024	BCMA
M1691P1513	MT_799.leaf	MT_799	leaf	fieldBCMA	2008	2012	4	LTM	field	48	ril	ril09	p216	M1691	BCMA
M1025P1860	MT_799.root	MT_799	root	fieldBCMA	2008	2012	4	LTM	field	48	ril	ril09	t02	M1025	BCMA
M1025P1942	MT_843.root	MT_843	root	fieldBCMA	2008	2012	4	LTM	field	115	ril	ril10	t02	M1025	BCMA
M1959P1179	MT_861.leaf	MT_861	leaf	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril10	p212	M1959	BCMA
M1690P1414	MT_861.root	MT_861	root	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril10	p215	M1690	BCMA
M1024P1783	MT_865.root	MT_865	root	fieldBCMA	2008	2011	3	LTM	field	69	ril	ril10	t01t02	M1024	BCMA
M1961P1352	MT_869.leaf	MT_869	leaf	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril10	p214	M1961	BCMA
M1958P1097	MT_869.root	MT_869	root	fieldBCMA	2008	2012	4	LTM	field	LTM	ril	ril10	p211	M1958	BCMA
M1024P1794	MT_878.root	MT_878	root	fieldBCMA	2008	2011	3	LTM	field	200	ril	ril10	t01t02	M1024	BCMA
M1690P1423	N_050.leaf	N_050	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.01.55	nil	nil01	p215	M1690	BCMA
M1024P1761	N_050.root	N_050	root	fieldBCMA	2007	2011	4	LTM	field	R2.01.55	nil	nil01	t01	M1024	BCMA
M1690P1430	N_057.leaf	N_057	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.10.82	nil	nil01	p215	M1690	BCMA
M1024P1760	N_057.root	N_057	root	fieldBCMA	2007	2011	4	LTM	field	R2.10.82	nil	nil01	t01	M1024	BCMA
M1691P1555	N_074.leaf	N_074	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.10.89	nil	nil02	p216	M1691	BCMA
M1024P1768	N_074.root	N_074	root	fieldBCMA	2007	2011	4	LTM	field	R2.10.89	nil	nil02	t01	M1024	BCMA
M1690P1471	N_081.leaf	N_081	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.04.44	nil	nil02	p215	M1690	BCMA
M1691P1524	N_098.leaf	N_098	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.03.10	nil	nil02	p216	M1691	BCMA
M1024P1754	N_098.root	N_098	root	fieldBCMA	2007	2011	4	LTM	field	R2.03.10	nil	nil02	t01	M1024	BCMA
M1690P1464	N_113.leaf	N_113	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.02.70	nil	nil02	p215	M1690	BCMA
M1024P1765	N_113.root	N_113	root	fieldBCMA	2007	2011	4	LTM	field	R2.02.70	nil	nil02	t01	M1024	BCMA
M1977P1671	N_116.leaf	N_116	leaf	fieldBCMA	2007	2011	4	LTM	field	R1.13.91	nil	nil02	p217	M1977	BCMA
M1690P1440	N_116.root	N_116	root	fieldBCMA	2007	2011	4	LTM	field	R1.13.91	nil	nil02	p215	M1690	BCMA
M1691P1546	N_118.leaf	N_118	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.03.58	nil	nil02	p216	M1691	BCMA
M1691P1493	N_118.root	N_118	root	fieldBCMA	2007	2011	4	LTM	field	R2.03.58	nil	nil02	p216	M1691	BCMA
M1958P1082	N_119.leaf	N_119	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.05.27	nil	nil02	p211	M1958	BCMA
M1691P1540	N_119.root	N_119	root	fieldBCMA	2007	2011	4	LTM	field	R2.05.27	nil	nil02	p216	M1691	BCMA
M1690P1441	N_122.leaf	N_122	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.09.58	nil	nil02	p215	M1690	BCMA
M1024P1771	N_122.root	N_122	root	fieldBCMA	2007	2011	4	LTM	field	R2.09.58	nil	nil02	t01	M1024	BCMA
M1691P1494	N_126.leaf	N_126	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.08.77	nil	nil02	p216	M1691	BCMA
M1691P1516	N_126.root	N_126	root	fieldBCMA	2007	2011	4	LTM	field	R2.08.77	nil	nil02	p216	M1691	BCMA
M1691P1554	N_224.leaf	N_224	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.04.44	nil	nil04	p216	M1691	BCMA
M1691P1551	N_234.leaf	N_234	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.03.70	nil	nil04	p216	M1691	BCMA
M1992P1572	N_241.leaf	N_241	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.06.36	nil	nil04	p217	M1992	BCMA
M1024P1755	N_241.root	N_241	root	fieldBCMA	2007	2011	4	LTM	field	R2.06.36	nil	nil04	t01	M1024	BCMA
M1024P1812	N_265.root	N_265	root	fieldBCMA	2007	2011	4	LTM	field	R2.04.18	nil	nil05	t01	M1024	BCMA
M1690P1422	N_267.leaf	N_267	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.10.30	nil	nil05	p215	M1690	BCMA
M1024P1772	N_267.root	N_267	root	fieldBCMA	2007	2011	4	LTM	field	R2.10.30	nil	nil05	t01	M1024	BCMA
M1024P1810	N_274.root	N_274	root	fieldBCMA	2007	2011	4	LTM	field	R2.01.26	nil	nil05	t01	M1024	BCMA
M1691P1530	N_275.leaf	N_275	leaf	fieldBCMA	2007	2011	4	LTM	field	R2.07.06	nil	nil05	p216	M1691	BCMA
M1024P1806	N_275.root	N_275	root	fieldBCMA	2007	2011	4	LTM	field	R2.07.06	nil	nil05	t01	M1024	BCMA
